,open,high,low,close,volume
2020-10-01 12:13:00,3.03,3.03,3.02,3.03,3.0
2020-10-01 12:14:00,3.03,3.03,3.02,3.03,2.0
2020-10-01 12:15:00,3.03,3.03,3.02,3.03,2.0
2020-10-01 12:16:00,3.03,3.03,3.03,3.03,0.0
2020-10-01 12:17:00,3.03,3.03,3.03,3.03,0.0
2020-10-01 12:18:00,3.03,3.03,3.03,3.03,1.0
2020-10-01 12:19:00,3.03,3.03,3.03,3.03,0.0
2020-10-01 12:20:00,3.03,3.03,3.03,3.03,0.0
2020-10-01 12:21:00,3.03,3.03,3.03,3.03,0.0
2020-10-01 12:22:00,3.02,3.06,3.01,3.01,35.0
2020-10-01 12:23:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 12:24:00,3.03,3.08,3.02,3.08,6.0
2020-10-01 12:25:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:26:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:27:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:28:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:29:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:30:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:31:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:32:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:33:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:34:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:35:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:36:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:37:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:38:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:39:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:40:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:41:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:42:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:43:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:44:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:45:00,3.08,3.08,3.08,3.08,0.0
2020-10-01 12:46:00,3.03,3.04,3.03,3.03,4.0
2020-10-01 12:47:00,3.04,3.04,3.03,3.04,5.0
2020-10-01 12:48:00,3.04,3.04,3.04,3.04,0.0
2020-10-01 12:49:00,3.04,3.04,3.03,3.04,1.0
2020-10-01 12:50:00,3.04,3.04,3.04,3.04,0.0
2020-10-01 12:51:00,3.04,3.04,3.04,3.04,0.0
2020-10-01 12:52:00,3.04,3.04,3.04,3.04,0.0
2020-10-01 12:53:00,3.04,3.04,3.04,3.04,0.0
2020-10-01 12:54:00,3.04,3.04,3.04,3.04,0.0
2020-10-01 12:55:00,3.04,3.04,3.04,3.04,0.0
2020-10-01 12:56:00,3.04,3.04,3.04,3.04,0.0
2020-10-01 12:57:00,3.04,3.04,3.04,3.04,0.0
2020-10-01 12:58:00,3.04,3.04,3.03,3.04,2.0
2020-10-01 12:59:00,3.04,3.04,3.04,3.04,0.0
2020-10-01 13:00:00,3.04,3.04,3.04,3.04,0.0
2020-10-01 13:01:00,3.04,3.04,3.04,3.04,0.0
2020-10-01 13:02:00,3.04,3.04,3.04,3.04,0.0
2020-10-01 13:03:00,3.04,3.04,3.04,3.04,0.0
2020-10-01 13:04:00,3.04,3.04,3.04,3.04,0.0
2020-10-01 13:05:00,3.03,3.04,2.95,3.0,76.0
2020-10-01 13:06:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 13:07:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 13:08:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 13:09:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 13:10:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 13:11:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 13:12:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 13:13:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 13:14:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 13:15:00,3.0,3.0,3.0,3.0,2.0
2020-10-01 13:16:00,2.99,2.99,2.99,2.99,2.0
2020-10-01 13:17:00,2.99,2.99,2.99,2.99,0.0
2020-10-01 13:18:00,2.99,2.99,2.99,2.99,1.0
2020-10-01 13:19:00,2.96,2.96,2.95,2.96,2.0
2020-10-01 13:20:00,2.96,2.96,2.96,2.96,0.0
2020-10-01 13:21:00,2.97,2.98,2.97,2.97,1.0
2020-10-01 13:22:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 13:23:00,2.97,2.98,2.97,2.97,9.0
2020-10-01 13:24:00,2.99,2.99,2.99,2.99,3.0
2020-10-01 13:25:00,2.99,2.99,2.99,2.99,0.0
2020-10-01 13:26:00,2.99,2.99,2.98,2.98,14.0
2020-10-01 13:27:00,2.99,2.99,2.96,2.97,23.0
2020-10-01 13:28:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 13:29:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 13:30:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 13:31:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 13:32:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 13:33:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 13:34:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 13:35:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 13:36:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 13:37:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 13:38:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 13:39:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 13:40:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 13:41:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 13:42:00,2.99,2.99,2.98,2.98,5.0
2020-10-01 13:43:00,2.99,2.99,2.98,2.99,2.0
2020-10-01 13:44:00,2.99,2.99,2.99,2.99,0.0
2020-10-01 13:45:00,2.99,2.99,2.99,2.99,0.0
2020-10-01 13:46:00,2.99,2.99,2.99,2.99,0.0
2020-10-01 13:47:00,2.99,2.99,2.99,2.99,1.0
2020-10-01 13:48:00,2.99,2.99,2.99,2.99,0.0
2020-10-01 13:49:00,2.99,2.99,2.99,2.99,0.0
2020-10-01 13:50:00,2.99,2.99,2.99,2.99,0.0
2020-10-01 13:51:00,2.99,2.99,2.99,2.99,0.0
2020-10-01 13:52:00,2.99,2.99,2.99,2.99,0.0
2020-10-01 13:53:00,2.99,2.99,2.99,2.99,0.0
2020-10-01 13:54:00,2.99,2.99,2.99,2.99,0.0
2020-10-01 13:55:00,2.98,2.99,2.98,2.98,5.0
2020-10-01 13:56:00,2.98,2.98,2.98,2.98,0.0
2020-10-01 13:57:00,2.98,2.98,2.98,2.98,0.0
2020-10-01 13:58:00,2.98,2.98,2.98,2.98,4.0
2020-10-01 13:59:00,2.98,2.98,2.98,2.98,0.0
2020-10-01 14:00:00,2.98,2.98,2.98,2.98,0.0
2020-10-01 14:01:00,2.98,2.98,2.98,2.98,0.0
2020-10-01 14:02:00,2.98,2.98,2.98,2.98,0.0
2020-10-01 14:03:00,2.98,2.98,2.98,2.98,0.0
2020-10-01 14:04:00,2.98,2.98,2.98,2.98,0.0
2020-10-01 14:05:00,2.98,2.98,2.98,2.98,0.0
2020-10-01 14:06:00,2.98,2.98,2.98,2.98,0.0
2020-10-01 14:07:00,2.98,2.98,2.98,2.98,0.0
2020-10-01 14:08:00,3.11,3.11,3.1,3.11,23.0
2020-10-01 14:09:00,3.01,3.1,3.0,3.0,14.0
2020-10-01 14:10:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 14:11:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 14:12:00,3.0,3.0,3.0,3.0,1.0
2020-10-01 14:13:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 14:14:00,3.0,3.0,3.0,3.0,1.0
2020-10-01 14:15:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 14:16:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 14:17:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 14:18:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 14:19:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 14:20:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 14:21:00,3.0,3.0,2.99,3.0,23.0
2020-10-01 14:22:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 14:23:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 14:24:00,3.11,3.11,3.11,3.11,1.0
2020-10-01 14:25:00,3.11,3.11,3.11,3.11,0.0
2020-10-01 14:26:00,3.11,3.11,3.1,3.11,5.0
2020-10-01 14:27:00,3.11,3.11,3.11,3.11,0.0
2020-10-01 14:28:00,3.11,3.11,3.11,3.11,0.0
2020-10-01 14:29:00,3.11,3.11,3.11,3.11,0.0
2020-10-01 14:30:00,3.1,3.1,3.1,3.1,1.0
2020-10-01 14:31:00,3.09,3.1,3.09,3.09,5.0
2020-10-01 14:32:00,3.09,3.09,3.09,3.09,0.0
2020-10-01 14:33:00,3.09,3.09,3.09,3.09,0.0
2020-10-01 14:34:00,3.09,3.09,3.09,3.09,0.0
2020-10-01 14:35:00,3.09,3.09,3.09,3.09,0.0
2020-10-01 14:36:00,3.09,3.09,3.09,3.09,1.0
2020-10-01 14:37:00,3.09,3.09,3.09,3.09,0.0
2020-10-01 14:38:00,3.09,3.09,3.09,3.09,0.0
2020-10-01 14:39:00,3.09,3.09,3.09,3.09,0.0
2020-10-01 14:40:00,3.09,3.09,3.09,3.09,0.0
2020-10-01 14:41:00,3.09,3.09,3.09,3.09,0.0
2020-10-01 14:42:00,3.09,3.09,3.09,3.09,0.0
2020-10-01 14:43:00,3.09,3.09,3.09,3.09,0.0
2020-10-01 14:44:00,3.09,3.09,3.09,3.09,0.0
2020-10-01 14:45:00,3.09,3.09,3.09,3.09,0.0
2020-10-01 14:46:00,3.09,3.09,3.09,3.09,0.0
2020-10-01 14:47:00,3.09,3.09,3.09,3.09,0.0
2020-10-01 14:48:00,3.09,3.09,3.09,3.09,0.0
2020-10-01 14:49:00,3.0,3.01,2.99,2.99,12.0
2020-10-01 14:50:00,3.0,3.0,3.0,3.0,1.0
2020-10-01 14:51:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 14:52:00,3.0,3.0,3.0,3.0,3.0
2020-10-01 14:53:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 14:54:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 14:55:00,2.98,2.98,2.95,2.95,37.0
2020-10-01 14:56:00,2.95,2.95,2.95,2.95,0.0
2020-10-01 14:57:00,2.95,2.96,2.95,2.95,20.0
2020-10-01 14:58:00,3.0,3.02,3.0,3.02,14.0
2020-10-01 14:59:00,3.02,3.02,3.02,3.02,0.0
2020-10-01 15:00:00,3.07,3.09,2.97,2.97,8.0
2020-10-01 15:01:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 15:02:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 15:03:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 15:04:00,3.06,3.07,3.06,3.06,2.0
2020-10-01 15:05:00,3.06,3.06,3.06,3.06,0.0
2020-10-01 15:06:00,3.06,3.06,3.06,3.06,0.0
2020-10-01 15:07:00,3.1,3.1,3.09,3.1,20.0
2020-10-01 15:08:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:09:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:10:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:11:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:12:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:13:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:14:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:15:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:16:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:17:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:18:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:19:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:20:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:21:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:22:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:23:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:24:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:25:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:26:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:27:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:28:00,3.1,3.1,3.1,3.1,0.0
2020-10-01 15:29:00,2.97,2.97,2.93,2.93,14.0
2020-10-01 15:30:00,2.95,2.95,2.94,2.94,2.0
2020-10-01 15:31:00,2.94,2.94,2.94,2.94,0.0
2020-10-01 15:32:00,2.96,2.97,2.96,2.96,3.0
2020-10-01 15:33:00,2.96,2.96,2.96,2.96,0.0
2020-10-01 15:34:00,2.96,2.96,2.96,2.96,0.0
2020-10-01 15:35:00,2.96,2.96,2.96,2.96,0.0
2020-10-01 15:36:00,2.97,2.98,2.97,2.97,1.0
2020-10-01 15:37:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 15:38:00,2.97,2.97,2.97,2.97,0.0
2020-10-01 15:39:00,2.98,2.98,2.98,2.98,45.0
2020-10-01 15:40:00,3.01,3.01,2.99,3.0,7.0
2020-10-01 15:41:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 15:42:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 15:43:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 15:44:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 15:45:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 15:46:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 15:47:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 15:48:00,3.0,3.0,3.0,3.0,0.0
2020-10-01 15:49:00,3.01,3.01,3.01,3.01,100.0
2020-10-01 15:50:00,2.98,2.98,2.98,2.98,1.0
2020-10-01 15:51:00,2.98,2.98,2.98,2.98,0.0
2020-10-01 15:52:00,2.98,2.98,2.98,2.98,0.0
2020-10-01 15:53:00,2.98,3.01,2.98,3.01,15.0
2020-10-01 15:54:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 15:55:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 15:56:00,3.03,3.03,3.01,3.01,3.0
2020-10-01 15:57:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 15:58:00,3.01,3.01,3.01,3.01,3.0
2020-10-01 15:59:00,3.01,3.01,3.01,3.01,1.0
2020-10-01 16:00:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:01:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:02:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:03:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:04:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:05:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:06:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:07:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:08:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:09:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:10:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:11:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:12:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:13:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:14:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:15:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:16:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:17:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:18:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:19:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:20:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:21:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:22:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:23:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:24:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:25:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:26:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:27:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:28:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:29:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:30:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:31:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:32:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:33:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:34:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:35:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:36:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:37:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:38:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:39:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:40:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:41:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:42:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:43:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:44:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:45:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:46:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:47:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:48:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:49:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:50:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:51:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:52:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:53:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:54:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:55:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:56:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:57:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:58:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 16:59:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:00:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:01:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:02:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:03:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:04:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:05:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:06:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:07:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:08:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:09:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:10:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:11:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:12:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:13:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:14:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:15:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:16:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:17:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:18:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:19:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:20:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:21:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:22:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:23:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:24:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:25:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:26:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:27:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:28:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:29:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:30:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:31:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:32:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:33:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:34:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:35:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:36:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:37:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:38:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:39:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:40:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:41:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:42:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:43:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:44:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:45:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:46:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:47:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:48:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:49:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:50:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:51:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:52:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:53:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:54:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:55:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:56:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:57:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:58:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 17:59:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:00:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:01:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:02:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:03:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:04:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:05:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:06:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:07:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:08:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:09:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:10:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:11:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:12:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:13:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:14:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:15:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:16:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:17:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:18:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:19:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:20:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:21:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:22:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:23:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:24:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:25:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:26:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:27:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:28:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:29:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:30:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:31:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:32:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:33:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:34:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:35:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:36:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:37:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:38:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:39:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:40:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:41:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:42:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:43:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:44:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:45:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:46:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:47:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:48:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:49:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:50:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:51:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:52:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:53:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:54:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:55:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:56:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:57:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:58:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 18:59:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 19:00:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 19:01:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 19:02:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 19:03:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 19:04:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 19:05:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 19:06:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 19:07:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 19:08:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 19:09:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 19:10:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 19:11:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 19:12:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 19:13:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 19:14:00,3.01,3.01,3.01,3.01,0.0
2020-10-01 19:15:00,3.01,3.01,3.01,3.01,0.0
